what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350012231592
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350012234543
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1350012235521
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350012236900
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350012303888
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350012308526
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350012329673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350012333924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350012349815
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1350012356269
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350012357298
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350012360317
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1350012361312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350012361575
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350012379697
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350012381107
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350012386288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350012387432
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350012389651
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1350012391367
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350012392379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350012394848
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1350012395421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350012395632
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350012400885
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350012402257
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350012408789
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1350012410515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350012411719
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350012415977
