what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350017621999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350017634909
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1350017636303
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350017637503
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350017640030
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1350017641194
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350017641208
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350017661930
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350017663504
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350017671845
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350017678909
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350017693623
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350017703060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350017712330
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350017714205
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350017823446
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350017828250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350017830187
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1350017832295
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350017833494
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350017836658
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1350017867055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350017867069
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350017870704
