what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350608189462
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350608193080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350608240306
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1350608263832
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350608264903
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350608266718
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1350608267779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350608267909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350608296740
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350608315589
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350608319220
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350608322785
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350608324775
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350608340374
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350608349952
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1350608351360
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350608352447
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350608354384
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1350608354732
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350608355167
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350608379906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350608381691
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350608600710
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350608605024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350608680242
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350608687548
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350608690772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350608694216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350608696172
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350608828330
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350608832837
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609176702
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350609192852
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1350609194077
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609195123
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609196900
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1350609197582
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609197654
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609211751
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350609213551
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350609214768
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350609215833
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350609217894
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350609225633
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350609227357
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350609239252
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350609242006
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350609244862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609247386
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609250719
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350609252006
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350609253001
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1350609256549
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609257605
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609259898
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1350609260225
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609263187
