what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350604177997
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350604192864
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605351107
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605358379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605447264
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350605460878
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1350605462283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605463446
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605465479
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1350605466195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605466211
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605477245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605479479
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605489475
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605492238
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605494305
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1350605494521
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605495788
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605539549
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350605542231
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605589343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605631266
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350605691843
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350605692686
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350605694554
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350605696235
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350605697057
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350605698675
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350605730785
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1350605732308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605734011
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605738437
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1350605739339
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605743393
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605778163
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350605780993
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350605789232
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350605792985
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350605794285
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605839614
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605842224
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350605861564
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350605875381
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350605884728
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1350605886908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605888113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605889886
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1350605890657
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605895673
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605907688
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350605917265
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350605919905
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350605930508
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350605932530
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605933232
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350605971102
