what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350612327494
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1350612328683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350612329808
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350612331982
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1350612332399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350612332814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350612337390
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350612341207
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350612385941
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350612387721
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350612393551
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1350612394672
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350612395726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350612397794
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1350612398501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350612398710
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350612399516
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350612401147
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350612412925
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1350612416030
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350612417316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350612419098
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1350612419440
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350612420052
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350612435564
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350612440778
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350612519546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350612565939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350612567810
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350612576774
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350612615703
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1350612617951
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350612619479
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350612621709
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1350612622743
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350612622769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350612672756
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350612693250
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350612711225
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1350612713504
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350612714473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350612716480
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1350612717081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350612717136
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350612742928
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350612743773
