what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.edit.text.java.rename.element",1350525384872
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350525385562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350525390210
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350525392881
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350525395270
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350525438059
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1350525441726
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350525451257
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350525452325
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350525457302
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350525765950
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350525767231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350525821501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350525824472
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350525845885
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350525859666
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350525861175
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350525868578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350525883494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350525885259
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350525902584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350525906539
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350525955577
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350525957567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350525960117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350525970813
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350525973204
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350525973962
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526004272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526007803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526009304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526043604
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526044735
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526048090
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526056992
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1350526057041
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526059920
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526060520
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526064885
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526069054
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526070813
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526084908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526087505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526114936
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526116207
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350526155397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526156470
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1350526159811
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526159908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526178898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526181456
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1350526182684
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526188612
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526229026
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350526238661
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350526243300
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1350526245007
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526246378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526248463
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1350526249340
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526250623
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526262346
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350526267689
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1350526294042
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526295834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526297997
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1350526298344
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526302127
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526364768
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350526383535
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350526387029
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1350526388396
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526389549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526391470
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1350526392288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526393391
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526416153
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350526422259
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350526427545
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526462722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526462765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526462835
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350526489517
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350526491561
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350526502637
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350526507366
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1350526508683
